,"country_alpha2","country_alpha3","country_official_name","country_url","flemish","stand_institute","group","qh","MarineInfo_ID","ROR_ID","local_ID"
867,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Giessen - Institute of Parasitology","Research institute","Science","-","-","af8d5c41-3b0b-488c-96ee-0d1aae814c1f"
868,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of G�ttingen","University","Science","https://marineinfo.org/imis?module=institute&insid=10840","https://ror.org/01y9bpm73","f271681f-5128-4375-96fd-6cfe50d5911b"
869,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of G�ttingen - JF Blumenbach Institute of Zoology & Anthropology","Research institute","Science","-","-","fa8cad8f-1616-4d90-b0ab-def8053bc3d7"
870,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Hamburg","University","Science","https://marineinfo.org/imis?module=institute&insid=2955","https://ror.org/00g30e956","dd822f2e-b09a-4d0f-91d8-95c428c977b6"
871,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Hamburg - Biocenter Grindel","Research institute","Science","-","-","b6b81029-c231-4417-906a-97c05360a399"
872,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Hamburg - Institut f�r Zoologie","Research institute","Science","-","-","1744bd26-c026-4aa3-9f78-f670d9c9a217"
873,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Hamburg - Center for Bioinformatics","Research institute","Science","-","-","7afed9f6-1604-4afd-a855-47c899a35ce2"
874,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Hamburg - Center for Earth System Research and Sustainability - Institute of Hydrobiology & Fisheries Science","Research institute","Science","-","-","8f31ad08-0b74-4dac-9a09-c3516ba1f389"
875,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Hamburg - Center for Natural History (CeNak)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=14279","-","de33cf54-3574-44be-b7f2-98138fae84a8"
876,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Hamburg - Center�of�Natural History�(CeNak) - Zoology Museum","Research institute","Science","-","-","c6eeabcc-4f13-423a-8b41-2b44ee7e3997"
877,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Hamburg - Research Unit Sustainability & Global Change","Research institute","Science","-","-","506617ae-2b7d-4a2a-871e-ec028bbb86b4"
878,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Jena","University","Science","-","https://ror.org/05qpz1x62","c758448d-e3e1-487e-99ef-b52867cddabb"
879,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Jena - Department of Physical Geography - Institute of Geography","Research institute","Science","-","-","1e093f2f-0825-423c-a73a-cd70e0bf38eb"
880,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Kiel (CAU)","University","Science","https://marineinfo.org/imis?module=institute&insid=4237","https://ror.org/04v76ef78","d8974745-24f8-46d6-9730-f083e4ec62c2"
881,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Kiel (CAU) - Department of Biology","University","Science","-","-","40492f29-9d29-4984-816c-5d83a4a95c29"
882,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Kiel (CAU) - Institute for Polar Ecology","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=7243","-","0643e28e-d915-4743-a5c6-c4007c375bb3"
883,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Kiel (CAU) - Institute of Zoology","Research institute","Science","-","-","b87e4de2-6ec9-466f-9b71-de674e8b328e"
884,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Koblenz and Landau","University","Science","https://marineinfo.org/imis?module=institute&insid=14046","https://ror.org/01j9f6752","a4bdc26e-98f1-46c1-8c93-966a6daadb1e"
885,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Marburg","University","Science","-","https://ror.org/01rdrb571","e1387512-a8a9-44a4-8f41-13d9d0d6c07a"
886,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Marburg - Faculty of Geography","University","Science","-","-","31bd3dc0-f10e-49ff-ae55-42d354c5a4f4"
887,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of M�nchen","University","Science","-","https://ror.org/05591te55","c663b997-9c90-40fa-acb8-45b7279af1d9"
888,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of M�nchen - Department of Earth and Environmental Sciences","University","Science","-","-","76206564-16d8-4e07-bf2f-c598eb7fae8f"
889,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of M�nchen - Faculty of Biology","University","Science","-","-","a7f8782f-739d-4963-b0ad-3dafa4ecd49f"
890,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Oldenburg","University","Science","https://marineinfo.org/imis?module=institute&insid=5074","https://ror.org/033n9gh91","166695e2-9bbb-4c30-ade0-5ba0bb649d1b"
891,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Oldenburg - Institut f�r Chemie und Biologie des Meeres (ICBM)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=678","-","5224076d-16d4-4c12-8fc7-a748e7b57339"
892,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Oldenburg - Institute of Biology & Environmental Sciences","Research institute","Science","-","-","898643be-ec86-46b4-bbed-46b966a80161"
893,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Oldenburg - Institute of Biology & Environmental Sciences - Research Group of Animal Biodiversity & Evolutionary Biology","Research institute","Science","-","-","49e1f411-ce60-46df-a380-9890235f5b6d"
894,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Rostock","University","Science","https://marineinfo.org/imis?module=institute&insid=5342","https://ror.org/03zdwsf69","11efc087-7e6b-4677-a0e2-032ef044142d"
895,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Rostock - Institute of Biological Sciences","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=12366","-","7ebb5e95-5917-4304-b15f-ca65069bbea3"
896,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of T�bingen","University","Science","https://marineinfo.org/imis?module=institute&insid=6522","https://ror.org/03a1kwz48","d267bfe2-d1c6-4b45-99ea-c8b0b3a4657f"
897,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of T�bingen - Department of Computer Sciences","University","Science","-","-","efde4831-62f6-4eb9-95d5-3d10b1403c90"
898,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Vetenary Medicine Hannover","University","Science","https://marineinfo.org/imis?module=institute&insid=6119","https://ror.org/015qjqf64","7afb1cf8-88b7-4098-99b6-05c66f9ddf6e"
899,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Vetenary Medicine Hannover - Insitute for Animal Ecology and Cell Biology (TiHo)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=6120","-","36fdd14b-b2a2-47ad-bebd-98310d426bce"
900,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Vetenary Medicine Hannover - Insitute for Animal Ecology and Cell Biology (TiHo) - division of ecology and evolution","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=6121","-","f76eaa5d-7829-4d4e-8c1f-6440af3a88af"
901,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"University of Vetenary Medicine Hannover - Institute of Tierokol & Zellbiol Ecology & Evolution","Research institute","Science","-","-","74e05cf2-145b-4eea-ace0-cdd5a189a9b6"
902,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"Wilhelmshaven","Other public authorities","Policy","-","-","b06de9d4-e75c-417c-91f5-45f537579510"
903,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"Ziegler Biosolutions","Company","Industry","-","-","e630e9fc-94e3-43d8-aaaf-20610fd02623"
904,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"Zoological Research Museum Alexander Koenig","Museum","Science","-","https://ror.org/00wz4b049","780ad635-0d39-4db6-abe2-840197c23aae"
905,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"Zoologische Staatssammlung M�nchen","Museum","Science","https://marineinfo.org/imis?module=institute&insid=7321","https://ror.org/04rekk491","82a0cfd8-acc3-49dd-961c-032ac4f65e9e"
906,"DE","DEU","Federal Republic of Germany","https://www.iso.org/obp/ui/#iso:code:3166:DE",,"Schubartiana","Scientific journal","Science","-","-","283386a0-2c61-4360-9816-bed2a6369c5e"
907,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"ACB (ASEAN Centre for Biodiversity)","Intergovernmental body","Policy","-","-","07953c57-c702-4661-99dc-22c90a192ca0"
908,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Airborne Petroleum Geophysics","Consultancy","Industry","-","-","7a084003-e151-45b0-ab8e-45c114eec5d3"
909,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"BASF","Company","Industry","-","https://ror.org/01q8f6705","c6dade6a-1c0d-4c5e-9a8d-890e1ac4f0cc"
910,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Beyond Wild Imaging","Creative body","Civil society","-","-","0bd847d0-1b44-4880-8b78-f1ede5be3e19"
911,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"BHP","Company","Industry","-","-","da482320-6a4c-48fc-898e-8cde6466012d"
912,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"BirdLife International","Non-profit organization","Civil society","-","https://ror.org/04wcaa208","f5c69d76-284c-439a-8b9f-4dbd0f9eaf4e"
913,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"BP","Company","Industry","-","https://ror.org/01zctcs90","63c83b99-e4f7-4520-bb5f-7fdfd5091bcc"
914,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Conservation International","Non-profit organization","Civil society","-","https://ror.org/024weye46","d6ad4e35-e304-4306-8f8e-b89ab90f7b43"
915,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Control Risks","Consultancy","Industry","-","-","7b61d81d-9232-49d7-afc6-9dd64b00a0c3"
916,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"DHI Water Environment Health","Company","Industry","-","https://ror.org/05jmnvy38","0e2c7f19-c7e2-4f14-bd6d-e4a38b15f0ba"
917,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"DNV GL Group","Company","Industry","-","https://ror.org/04c235406","e754e9d6-e31f-4410-904f-b68572b9eb07"
918,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Donut holes in international waters","Data infrastructure","Science","-","-","462b1d8d-8e56-4858-af44-5bd36639d050"
919,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"EarthX","Non-profit organization","Civil society","-","-","ec780ed8-37c8-4171-a3f6-4222f3e4d811"
920,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"EDP Renewables ","Company","Industry","-","-","1813f06d-d047-4745-bd9a-c192be81a9c2"
921,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"ELIXIR Hub","Research institute","Science","-","https://ror.org/044rwnt51","edabe9f7-8d43-4651-a591-669193b4619a"
922,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Equinor","Company","Industry","-","https://ror.org/017mte255","e7863053-9301-4d5f-b9ec-91d1acbee425"
923,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"FAO (Food and Agriculture Organization of the United Nations)","UN organization","Policy","-","https://ror.org/00pe0tf51","436fdc62-f2f9-4c79-b23d-4c2ef54105a7"
924,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"FAO (Food and Agriculture Organization of the United Nations) - Fisheries and aquaculture department","UN organization","Policy","-","-","e0e3eba4-7445-46bd-8ecc-15a551d8ffd7"
925,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"FAO (Food and Agriculture Organization of the United Nations) - Fisheries and aquaculture department - Fisheries Linked Open Data (FLOD)","Data infrastructure","Science","-","-","f32a38cc-9963-4f24-aa1f-50882c5e9648"
926,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"FleetMon","Data infrastructure","Science","-","-","e81f237a-b019-441f-9cef-0791a59393fb"
927,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"FM Global","Company","Industry","-","https://ror.org/053aznw88","6cf8205f-ff3c-4a74-a411-a9e3c03c6ecb"
928,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Fugro","Consultancy","Industry","-","https://ror.org/054hq4w78","80a63053-3b48-486f-b2e3-d22e07ea86de"
929,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Gardline Group","Company","Industry","-","-","5bcb32d5-44fe-4745-9c7c-48a48f81a196"
930,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Gardline Group - Marine Sciences group","Company","Industry","-","-","7f1b74c2-5dc8-4417-8c2f-e2775e5136af"
931,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"GBIF Global Biodiversity Information Facility","Data infrastructure","Science","-","https://ror.org/05fjyn938","3d3b5df0-11ed-4709-9b2c-f530c5d4909d"
932,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Geology Without Limits Group","Company","Industry","-","-","bb23cbc1-2087-4fa9-b8f7-384a47a23cd3"
933,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Global Fishing Watch","Data infrastructure","Science","-","https://ror.org/00wxex667","2d716f92-5c6d-4b21-8cd7-b9c90771a0d2"
934,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Greenpeace","Non-profit organization","Civil society","-","-","7f1ac963-05a5-493a-93f6-65335d044125"
935,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"International Astronautical Federation (Iaf)","NGO","Civil society","-","-","149cd904-ab1c-4ee0-a539-c1579c7f0c5f"
936,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"International Council for the Exploration of the Sea (ICES)","Intergovernmental body","Policy","-","https://ror.org/03hg53255","6cc39315-fde3-4ff8-8412-34a1ba726df6"
937,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"International Fund for Animal Welfare (IFAW)","Non-profit organization","Civil society","-","https://ror.org/043c66817","91cb818c-c483-4590-956d-3d460b47833c"
938,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"International Institute for Species Exploration (IISE)","Research institute","Science","-","-","636a06fe-1658-49ca-b089-01e6bf20c295"
939,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"International Seabed Authority (ISA)","Intergovernmental body","Policy","-","-","700e320b-f7f3-4a85-9532-80c9c92d91a8"
940,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"InterRdge Vents Database","Data infrastructure","Science","-","-","93579056-fc2a-41a1-91b6-1794a421f4b5"
941,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"IUCN - SSC (species survival commission) - Invasive Species Specialist Group (ISSG)","Research institute","Science","-","-","e735147e-8960-4fd5-9767-10a9d3420ef3"
942,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"IUCN - SSC (species survival commission) - Primate Specialist Group - Journal of the African Primates","Scientific journal","Science","-","-","d4566e9c-e6da-479d-9177-cff0b59d75e7"
943,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"IUCN International Union for Conservation of Nature","UN organization","Policy","-","https://ror.org/00yq23r19","f4c72215-d3be-4a9e-9613-6231f1ab1483"
944,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Lotek","Company","Industry","-","-","30482461-8749-4c78-98ee-0a2ba35f340d"
945,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Magicseaweed","Other","Civil society","-","-","05a1e2f4-d825-499c-903d-1050af6e5b8f"
946,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Natural Earth","Data infrastructure","Science","-","-","f7b49b4a-1c76-45a9-b710-bb3baa8ecf6d"
947,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"OBIS Ocean Biogeographic Information System","Data infrastructure","Science","-","-","d73dcb5f-2ae6-420b-92d0-a7d4eb0133c7"
948,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"OBIS Ocean Biogeographic Information System - Deep Sea node","Data infrastructure","Science","-","-","7accfe75-3cb9-4587-92a3-21737ae53387"
949,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"observation international","Other","Civil society","-","-","3542bb95-f9e2-4b4f-8f5a-6b6d2ffb3c2a"
950,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Ocean Health Index","Other","Civil society","-","-","4ac42a4e-d4e1-49a8-88f6-690fbe7b3ab0"
951,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"OSPAR commission","EU institution","Policy","-","-","009a9c1c-333f-4c2e-8cb9-9ebef1714461"
952,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Pacific Community","Intergovernmental body","Policy","-","https://ror.org/05ewdm369","c0f0ee1a-0c67-4b0b-959c-af144d894816"
953,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"PacNet","Company","Industry","-","-","b5c11baa-bfcb-429d-b913-73ea67107686"
954,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Petrobras","Company","Industry","-","https://ror.org/0235kyq22","908d8621-b7d4-4dbb-a42c-503dcb153c9b"
955,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Rolling Deck to Repository (R2R)","Data infrastructure","Science","-","-","ba929b9a-1d6b-4b71-b204-c13003ddbc7c"
956,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"RPS Group","Company","Industry","-","-","9ec257ef-0af4-4fe2-9747-871335a818f4"
957,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Saatchi & Saatchi","Company","Industry","-","-","67332606-96ab-4349-a447-6ce59f34f534"
958,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Seamounts online","Data infrastructure","Science","-","-","874e0f64-59d2-4b42-a997-496676cbc279"
959,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Shell","Company","Industry","-","https://ror.org/00b5m4j81","ca8f6e75-29f1-4e18-ab94-f1baf8e72c23"
960,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"The BOBLME MPA Atlas","Data infrastructure","Science","-","-","2e666221-6787-4639-aeac-e5b6a6be2db7"
961,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"UNEP (UN Environment Programme) - GRID-Arendal","UN organization","Policy","-","-","92a14bb2-7811-45e5-bbc1-e21808386be4"
962,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"UNEP-WCMC (UN Environment Programme World Conservation Monitoring Centre)","UN organization","Policy","-","https://ror.org/04570b518","340ef9db-d880-45f4-aa49-d1dee835e5b4"
963,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"UNESCO - IOC Project Office - IODE (International Oceanographic Data and Information Exchange)","International programme","Science","-","-","4f3342eb-36e6-4397-88f1-470c5e2232ab"
964,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Van Oord","Company","Industry","-","-","d39bb4dc-9b90-4e31-a434-d9d796ef5040"
965,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Verisk Maplecroft","Consultancy","Industry","-","-","6a938103-f492-4afc-b31d-4d1225d9f247"
966,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Wikipedia","Other","Civil society","-","-","b0daf751-200a-43fc-87d0-abbd65d79fd2"
967,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"Wood Group","Company","Industry","-","https://ror.org/01teevb58","e9de8ee1-89d0-435d-b2e8-5961fd4a78fa"
968,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"WorldFish","Non-profit organization","Civil society","-","https://ror.org/04bd4pk40","a00ca3df-5ad2-40c5-b061-e3483ed28f9a"
969,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"WoRMS World Register of Marine Species","Data infrastructure","Science","-","-","7531135c-bf35-43a6-9294-81f68e708563"
970,,,,"https://www.iso.org/obp/ui/#iso:code:3166:XAA",,"WWF","Non-profit organization","Civil society","-","https://ror.org/011590k05","97067aca-eabf-4fec-b1ca-a8fad1077471"
971,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"Aristotle University of Thessaloniki","University","Science","https://marineinfo.org/imis?module=institute&insid=5818","https://ror.org/02j61yw88","696ecc84-efba-409a-acda-1a389fe393b8"
972,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"Aristotle University of Thessaloniki - School of Biology - Department Ecolgy","University","Science","-","-","b1343c24-e46c-479f-85c8-a6bf21858fe0"
973,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"Aristotle University of Thessaloniki - School of Biology - Department of Genetics, Development and Molecular Biology","University","Science","-","-","4ccb617c-3354-480f-94b0-2266ac156d3c"
974,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"Aristotle University of Thessaloniki - School of Biology - Department of Zoology","University","Science","-","-","f337130d-e049-4afd-8261-0e17a4ac998a"
975,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"Aristotle University of Thessaloniki - School of Veterinary Medicine","University","Science","https://marineinfo.org/imis?module=institute&insid=7403","-","465e6887-8ab4-466c-b4c1-6b608f21d83a"
976,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"FORTH - ICS (Institute of Computer Science)","Research institute","Science","-","-","fbfe66b6-2168-4c00-9d9b-cfe5060c8559"
977,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"FORTH Foundation for Research and Technology Hellas","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=14736","https://ror.org/052rphn09","0bf62526-c1c1-4b39-9a17-2055d1d5ed58"
978,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"FORTH Foundation for Research and Technology Hellas - Institute of Applied and Computational Mathematics","Research institute","Science","-","https://ror.org/02n2yp822","18aeed40-1352-47c3-bea5-9e8ac6a8bde3"
979,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"Greece government - Hellenic Ministry of Rural Development & Food","Governmental body","Policy","-","https://ror.org/04h31f025","5374f481-1120-4242-b60d-22e3653ff63f"
980,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"Greece government - Hellinic Ministry of Foreign Affairs","Governmental body","Policy","-","-","ac6d33ae-7c9b-4f62-9724-110096f7be9e"
981,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"Geotech Greece","Company","Industry","-","-","acbee514-d90d-48d1-805d-db525842b02f"
982,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"HCMR (Hellenic Center for Marine Research) - Institute of Marine Biology, Biotechnology and Aquaculture (IMBBC)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=12775","-","2f41982f-7502-4c26-b6a9-6542eaa71fa4"
983,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"HCMR (Hellenic Centre for Marine Research)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=1878","https://ror.org/038kffh84","86583682-8736-4d0c-b620-55c7e375a19d"
984,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"HCMR (Hellenic Centre for Marine Research) - Institute of Marine Biological Resources and Inland Waters (IMBRIW)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=14354","-","a868eed4-981b-46e5-8fe3-26925bc39f67"
985,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"HCMR (Hellenic Centre for Marine Research) - Institute of Oceanography (IO)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=3203","-","d149117b-d01b-4bf3-bc56-19afe2689120"
986,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"Institute Fisheries Research  (FRI)","Research institute","Science","-","-","3678f371-0849-4adb-86fa-42bb1ecf7b62"
987,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"National and Kapodistrian University of Athens","University","Science","https://marineinfo.org/imis?module=institute&insid=4405","https://ror.org/04gnjpq42","8cb555b6-e0b6-4154-a252-27fa57c9472c"
988,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"National and Kapodistrian University of Athens - Faculty of Biology","University","Science","https://marineinfo.org/imis?module=institute&insid=4819","-","c3943fe9-465b-4160-8b0b-09313fd495f2"
989,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"National Centre of Scientific Research ""Demokritos""","Research institute","Science","https://ror.org/038jp4m40","https://ror.org/038jp4m40","a38786cf-907f-41ba-b6e2-09304193b908"
990,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"Technological Educational Institute of Western Greece","Research institute","Science","-","https://ror.org/01mymm084","99c3c174-5fbf-43ee-bf1e-542bffe39527"
991,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"Technological Educational Institute of Western Greece - Laboratory of Geology of Aquatic System","Research institute","Science","-","-","fec56836-c10a-47ce-a9af-67dbad7abe2a"
992,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"University of Athens","University","Science","-","https://ror.org/04gnjpq42","215be7a4-a0ed-43e7-8d9a-007c9d3d7c2f"
993,"GR","GRC","Hellenic Republic","https://www.iso.org/obp/ui/#iso:code:3166:GR",,"University of Athens - Department of Biology - Section of Zoological Marine Biology","University","Science","-","-","56c4bae1-796b-4c0c-b5ef-405eabfc4d94"
