raw_institute,raw_source,identifier
"University of Washington, School of Aquatic and Fishery Sciences, Washington",1-marinespecies.org_users_2023-11-07,9bfdaf26-a310-4eae-aea4-6ca581d954db
,1-marinespecies.org_users_2023-11-07,de4c6454-c2f8-41d0-8cbb-1d6cddbdcbe3
"Taxonomy Group, Genbank, National Center for Biotechnology Information, NIH",1-marinespecies.org_users_2023-11-07,93125cf9-e04e-42f6-abef-72f1f415b025
"Department of Energy and Process Engineering, Faculty of Engineering, NTNU, Trondheim",1-marinespecies.org_users_2023-11-07,1fc5eb52-2be2-4e06-b93a-beaef19f1e79
"South African Institute for Aquatic Biodiversity, Grahamstown",1-marinespecies.org_users_2023-11-07,8236c929-f529-4f08-9ab6-08d5c536fe47
"Quantitative Aquatics, Sto. Domingo",1-marinespecies.org_users_2023-11-07,a2c9a9bf-86e3-4855-8664-abed520eb22a
"Department of Paleobiology, National Museum of Natural History, Smithsonian Institution",1-marinespecies.org_users_2023-11-07,7d0f8433-595c-440a-aa10-c2e85021e1be
,1-marinespecies.org_users_2023-11-07,10a090dc-bc78-4839-afeb-513b6f232752
"Ocean Networks Canada, University of Victoria",1-marinespecies.org_users_2023-11-07,bd754975-b492-445f-a99f-369c1a0b5812
Ocean Ecology,1-marinespecies.org_users_2023-11-07,890a1ca6-61b9-4005-992c-606f8fda0dee
National Research Council of Italy (CNR),1-marinespecies.org_users_2023-11-07,5a796cec-e8c4-4152-9e0f-82a156490d22
"Reef Life Apps, LLC",1-marinespecies.org_users_2023-11-07,6503fe3f-5efb-44ce-87c8-5fecce742559
"Japan Agency for Marine-Earth Science and Technology, Global Oceanographic Data Cente",1-marinespecies.org_users_2023-11-07,8b8f801e-363d-4f6e-bddc-294644692d5d
Wageningen Marine Research (IMARES) Institute for Marine Resources & Ecosystem Studies,1-marinespecies.org_users_2023-11-07,c8f41429-02a5-4199-8417-7fd512831068
,1-marinespecies.org_users_2023-11-07,26d9f302-35a5-4b93-84f6-36140dec55b1
Marine and Freshwater Institute Iceland,1-marinespecies.org_users_2023-11-07,35cee67c-15f5-4127-9340-3384cdfbc3c1
3T Software Labs GmbH,1-marinespecies.org_users_2023-11-07,880198ae-009e-4143-b396-2412319c7f61
University of New South Wales,1-marinespecies.org_users_2023-11-07,4c705aba-ee44-40cd-b5d3-0ea68896cead
VIMAR (Vida Marina),1-marinespecies.org_users_2023-11-07,45260052-644f-431b-b3d7-a6e8ff5fb74c
"Atlantic Reference Centre, Huntsman Marine Science Centre",1-marinespecies.org_users_2023-11-07,31cc3d30-d3ed-4714-b3c3-605c5fb81cca
CCMAR University of Algarve,1-marinespecies.org_users_2023-11-07,c2c5b060-8b07-4e72-8b8b-a9bf4f9bcea0
CRACS - INESC TEC,1-marinespecies.org_users_2023-11-07,1f81e92d-11e9-43cd-b035-730595f38238
NOAA OER,1-marinespecies.org_users_2023-11-07,549cd0ce-af41-454d-8b9c-847c269f6c18
"Sorbonne Université - CNRS, Laboratoire d'Océanographie de Villefranche (LOV)",1-marinespecies.org_users_2023-11-07,df58ec35-acb4-4808-a26a-abbc197caf8d
National University of Ireland Galway,1-marinespecies.org_users_2023-11-07,0b4fbe86-5266-4352-a6cf-9c53cba63b89
,1-marinespecies.org_users_2023-11-07,a603e1d1-e486-4e4a-aff7-999c5cb54784
,1-marinespecies.org_users_2023-11-07,8d22934b-2d66-4499-8635-658ebc086026
,1-marinespecies.org_users_2023-11-07,856fcb04-95d1-4a55-8e21-faf679a06a01
,1-marinespecies.org_users_2023-11-07,1c51e5d9-5661-4e22-a7c7-494774399894
,1-marinespecies.org_users_2023-11-07,64e7f5c6-7690-4868-945a-565826bb96a4
Natural History Collections of Tyrolean State Museum Ferdinandeum,1-marinespecies.org_users_2023-11-07,b3939ec5-ce97-4f07-9bd4-cb6403c80d82
Diving Canary Islands,1-marinespecies.org_users_2023-11-07,a7cb5a97-a6b9-49ca-b66e-98117da63153
,1-marinespecies.org_users_2023-11-07,b73f37c6-33c8-47d7-b035-e8cd0cadb74c
"Ensenada Center for Scientific Research and Higher Education, CICESE",1-marinespecies.org_users_2023-11-07,94375b83-70ad-4f5f-9881-37939ec128c0
,1-marinespecies.org_users_2023-11-07,9f1aba8a-3b0c-47e9-a61f-d7dca346b5c6
University Hamburg; Zentrum für Bioinformatik,1-marinespecies.org_users_2023-11-07,22edba17-269b-4f74-955b-b1a5f74225f7
Fisheries Research Station junagadh agricultural university sikka ,1-marinespecies.org_users_2023-11-07,b4c14a7c-4313-4366-bd46-b28399aab401
Office de l'Environnement de la Corse,1-marinespecies.org_users_2023-11-07,1b0604a2-b313-49aa-9b0b-59ab4ffe2c20
Beijing Genomics Institute (BGI),1-marinespecies.org_users_2023-11-07,5ee14457-29bc-49c7-8ed7-0820d038a57e
Northwest University,1-marinespecies.org_users_2023-11-07,071df3c9-904b-4d09-872d-6023f47e8de3
Beijing Genomics Institute (BGI),1-marinespecies.org_users_2023-11-07,523aec17-adbe-4349-898f-4d69dbc9749f
,1-marinespecies.org_users_2023-11-07,4a05dd9e-26e4-4970-ac8c-24689b5ac70d
,1-marinespecies.org_users_2023-11-07,b5883455-a4d5-49bf-b672-370652ef7910
Western Pacific Regional Fishery Management Council,1-marinespecies.org_users_2023-11-07,767e00a6-435a-49f9-bfd2-c45b6b1f4ec3
Axiom Data Science,1-marinespecies.org_users_2023-11-07,55b24424-ca94-4281-8bf4-1bcda6622c96
European Commission -  DG SANTE,1-marinespecies.org_users_2023-11-07,290046d4-99a5-40cf-b88e-995a53d1a724
Arctos,1-marinespecies.org_users_2023-11-07,e7e9d7c4-c50a-4928-981a-eb9547c05324
NOAA-NCEI,1-marinespecies.org_users_2023-11-07,cc96731d-e816-41e2-bd86-753a75f8a9cc
,1-marinespecies.org_users_2023-11-07,db8cfcff-1151-4636-ace7-b3dbe0a6ad1c
University Hamburg; Center for Natural History,1-marinespecies.org_users_2023-11-07,ccb1259a-12c3-4a0a-9eeb-d7fbd536ef1b
,1-marinespecies.org_users_2023-11-07,43b13d8a-ff3d-456a-b988-1d7aea768d09
,1-marinespecies.org_users_2023-11-07,ecd37aef-441e-42cf-9f04-c01b34c5e34e
,1-marinespecies.org_users_2023-11-07,56fb6deb-3107-4eb1-aea5-525084981efe
Fugro GB Marine Ltd,1-marinespecies.org_users_2023-11-07,8c1208ed-e79e-433d-a2c7-9f16b40a9c5f
,1-marinespecies.org_users_2023-11-07,997fb726-c773-4a3e-b508-53f77f17d25d
,1-marinespecies.org_users_2023-11-07,0a889c0f-da30-4707-9187-308c11154f97
"Taiwan Biodiversity Information Facility (TaiBIF), Biodiversity Research Centre, Academia Sinica",1-marinespecies.org_users_2023-11-07,b9cc6af3-feef-4a62-ae72-d6538a10fa92
,1-marinespecies.org_users_2023-11-07,16f4dfed-11a9-4ad3-86dc-96c1c156059a
BASF SE,1-marinespecies.org_users_2023-11-07,f50b7276-f8be-4d2b-ad78-5e32752fe5df
California Academy of Sciences,1-marinespecies.org_users_2023-11-07,6e73080e-219f-43a3-9844-fe0506ea75fe
"Museu de Ciències Naturals de Barcelona, Department of Palaeontology",1-marinespecies.org_users_2023-11-07,2a7ed923-8cbc-4bc3-b48a-0edeec3a83e4
Alive Fundació,1-marinespecies.org_users_2023-11-07,e8cdaa4c-71c9-49de-b2fd-77be9197b2e4
,1-marinespecies.org_users_2023-11-07,ada61d81-1860-4f2e-82be-66c4a46e7d1e
Insitech Partners LLC,1-marinespecies.org_users_2023-11-07,bc1033e2-1c53-4d89-8631-589d44d3a196
"Duke University, William Peace University",1-marinespecies.org_users_2023-11-07,2dee5b66-839f-4a6d-8a44-5fa4d98940b7
,1-marinespecies.org_users_2023-11-07,19827879-d4bb-4f93-b482-bca4aa7073bc
,1-marinespecies.org_users_2023-11-07,df3972b4-6051-4cd1-ba81-dfd3f772d5cf
,1-marinespecies.org_users_2023-11-07,a5d64b16-e0b2-46b7-ba6c-51863dd6fc16
"Canadian National Collection of Insects, Arachnids & Nematodes",1-marinespecies.org_users_2023-11-07,ac6de23f-db2d-46b4-bc5a-a5d22c650e05
University of Louisiana at Lafayette,1-marinespecies.org_users_2023-11-07,f30d2574-d875-4e10-a437-d88d2e179fbd
University Hamburg; Zentrum für Bioinformatik,1-marinespecies.org_users_2023-11-07,a2302e48-e3ae-4a72-a883-5fac447ab2a4
,1-marinespecies.org_users_2023-11-07,e7a6c9a7-8397-410a-b066-38e26ab07d9f
Cercle Geologique du Hainaut,1-marinespecies.org_users_2023-11-07,bfca584d-abd8-4fa1-b1f9-c86ad7a46dcb
Thomson Environmental Consultants,1-marinespecies.org_users_2023-11-07,7bedb430-1b78-4ac1-96c7-abee64692c43
,1-marinespecies.org_users_2023-11-07,32529337-c0f3-4892-bd39-d0fa01e5ab07
,1-marinespecies.org_users_2023-11-07,e78aa158-2a98-4a61-b510-28d0bf5134cd
,1-marinespecies.org_users_2023-11-07,e4d10ff5-ef99-43f8-af45-8fe0721a60bc
,1-marinespecies.org_users_2023-11-07,dd353b66-809d-425c-b6bb-6db4c2ceb4d3
"Project Manager - DDTS EU Exit Programme| Department for Environment, Food and Rural Affairs",1-marinespecies.org_users_2023-11-07,9a2bff96-e4b9-4807-a571-9920914ae982
,1-marinespecies.org_users_2023-11-07,8208284a-1087-4d2d-9123-3cea9b05c2f7
"Industrial Ecology Programme, Department of Energy and Process Engineering, Norwegian University of Science and Technology (NTNU)",1-marinespecies.org_users_2023-11-07,d2048253-b094-46d5-a6f0-a0256d0539f0
KBIN,1-marinespecies.org_users_2023-11-07,7ff6c260-f099-4cb7-b912-f8d48f501dd9
Universidad de Murcia,1-marinespecies.org_users_2023-11-07,0132f968-83fe-4a69-ac1f-fdd8479ed130
Selkirk College,1-marinespecies.org_users_2023-11-07,1b74fa74-c8a9-4e9e-978c-f5086bf3c986
"ddms, Inc.",1-marinespecies.org_users_2023-11-07,15b07042-7b9e-4ac4-9f93-030b26a3df15
BGBM,1-marinespecies.org_users_2023-11-07,cd4f868c-7782-4d52-a17d-2c5f31a1332c
,1-marinespecies.org_users_2023-11-07,515153ec-6eb5-4ce6-9f44-10e64b41d84d
"Biodiversity Research Center, Academia Sinica",1-marinespecies.org_users_2023-11-07,20688480-450b-40bc-b457-68d91dbe8064
Revive & Restore,1-marinespecies.org_users_2023-11-07,55c8e2af-2ba9-482a-8218-67309a52c337
CNRS IMBE: Mediterranean institute of Biodiversity and Ecology (marine and continental),1-marinespecies.org_users_2023-11-07,5b5fb181-6345-4107-992b-13016e8677fe
Draper,1-marinespecies.org_users_2023-11-07,66639611-de35-4533-8d0e-623959357b2f
Haus der Natur Salzburg,1-marinespecies.org_users_2023-11-07,b36d149b-5a94-482b-af9f-5ee4b864ca31
Station Biologique de Roscoff - CNRS - Sorbonne Université,1-marinespecies.org_users_2023-11-07,4b832a5f-e9d6-414d-8e8e-9d546c983c0f
cefas,1-marinespecies.org_users_2023-11-07,9e709869-9d22-4ac4-ad20-361b0ab3c343
University of Southampton,1-marinespecies.org_users_2023-11-07,02c23acf-8f53-4a0a-9dfb-4abe611d8feb
"National Taiwan Ocean University,Department of Food Science",1-marinespecies.org_users_2023-11-07,bb9ea135-c388-4ed3-8b5f-38234031537a
Stichting observation international,1-marinespecies.org_users_2023-11-07,7e408c19-19d3-4bc6-8cdb-eca2b99a35e2
Cornell University/University of Saskatchewan,1-marinespecies.org_users_2023-11-07,b3c34e8b-2585-43fc-b272-95a06a172dc0
,1-marinespecies.org_users_2023-11-07,e7145be7-88e7-4f4a-a35e-e5b2683f5df1
eOceans,1-marinespecies.org_users_2023-11-07,b26ff4f0-c6cc-4e84-91ef-edf55c205a05
Barcode of Life Datasystem (BOLD) - Centre for Biodiversity Genomics (CBG) ,1-marinespecies.org_users_2023-11-07,2c4be5d9-127b-4831-b621-0d5beec683e7
NUI Galway,1-marinespecies.org_users_2023-11-07,f5938ded-eb2e-4186-b6ff-093c9e3c3dc4
University of Hawaii at Hilo,1-marinespecies.org_users_2023-11-07,49e85b64-6369-485c-98fd-324baf679f70
Dalhousie University,1-marinespecies.org_users_2023-11-07,cd9890ab-e08f-4003-900b-ad5eafad0053
Seasearch c/o Marine Conservation Society,1-marinespecies.org_users_2023-11-07,897eecca-480a-45be-abf3-6ec2d42dcf61
Missouri Botanical Garden,1-marinespecies.org_users_2023-11-07,7851dae6-9798-405c-b566-36ee79f09f4b
"Swedish Museum of Natural History, Department of Palaeobiology",1-marinespecies.org_users_2023-11-07,33707030-0e9c-4d0e-b984-ae8558bc0b00
ILVO,1-marinespecies.org_users_2023-11-07,af7328f4-dc6a-4c3a-b77f-e1f7e904ca65
CEFAS,1-marinespecies.org_users_2023-11-07,fe2bc005-0d7b-4989-9f84-98d5d5f40ca2
,1-marinespecies.org_users_2023-11-07,7f12c301-17f7-4b56-a287-d7d8c472877d
Massey University Auckland,1-marinespecies.org_users_2023-11-07,c8acd13a-9899-4218-960a-30c3b29480cc
The University of Chicago,1-marinespecies.org_users_2023-11-07,74b1ca71-16a5-4e3c-853d-b3e06187cfb7
North Carolina Museum of Natural Sciences,1-marinespecies.org_users_2023-11-07,c8c15e3e-14ad-4828-a878-1586fbba761a
Hafok,1-marinespecies.org_users_2023-11-07,363b8a39-bc6c-4821-97cf-5c5eed4f57ba
Stony Brook University,1-marinespecies.org_users_2023-11-07,1b82d725-5613-4fe5-8533-9a3e3a8a228c
Imperial College London,1-marinespecies.org_users_2023-11-07,8808ddc2-4a67-451d-abc0-cfcf1cd3f4eb
Zoological Society of London,1-marinespecies.org_users_2023-11-07,1f6faf3b-b488-4d3d-b2af-4404c66785e5
Yale University,1-marinespecies.org_users_2023-11-07,2b163ca9-2d26-4be5-9b21-f8b8ce4fd971
"Fisheries and Oceans Canada, Pacific Biological Station",1-marinespecies.org_users_2023-11-07,1c5f64ab-e36d-42a5-b8c0-4657b20b01ef
Scottish Environment Protection Agency,1-marinespecies.org_users_2023-11-07,a12bf6a7-9e91-4daf-a301-59b583ecf059
Dalhousie Univeristy,1-marinespecies.org_users_2023-11-07,59d1db3a-c47b-40db-a8e0-dfb013e052a7
Field Museum of Natural History,1-marinespecies.org_users_2023-11-07,0af5d191-38e7-4266-aaed-eeacd19b2208
Executive Environmnet Agency,1-marinespecies.org_users_2023-11-07,d726cde7-18fe-41cd-ba2c-41692dd6341b
Murdoch University,1-marinespecies.org_users_2023-11-07,368fad58-fc5f-4dd7-899f-e44a879b24b7
Individual,1-marinespecies.org_users_2023-11-07,25f683ca-8ec4-44a1-bbb7-093f18c444ea
Natural Resources Wales,1-marinespecies.org_users_2023-11-07,cc52abc1-4b26-4a11-8e3b-1f1b1412634f
"iNaturalist, California Academy of Scienes and National Geogrraphic Society",1-marinespecies.org_users_2023-11-07,c624cf95-dc3b-4fc9-a3b9-656a06e83ace
"National Institutes of Health, National Center for Biotechnology Information",1-marinespecies.org_users_2023-11-07,4b7fff23-9ea3-4ff3-bce0-6fa44219a7b7
California Academy of Sciences,1-marinespecies.org_users_2023-11-07,597e433f-ccd5-4215-949c-10b8d7253c53
Cawthron Institute,1-marinespecies.org_users_2023-11-07,07050dac-b84a-40ca-b1db-ed4ea055a53a
,1-marinespecies.org_users_2023-11-07,c691e61e-b6ff-421c-b49e-97d388bcbe39
University of New Hampshire,1-marinespecies.org_users_2023-11-07,6d1d149e-5948-4380-b600-85842526f6e1
Monterey Bay Aquarium Research Institute (MBARI),1-marinespecies.org_users_2023-11-07,2f9c0a53-7e77-4394-be2d-34a1010fe37d
Virginia Institute of Marine Science,1-marinespecies.org_users_2023-11-07,bd84459f-fbf3-40bf-80dc-414fa08802cd
,1-marinespecies.org_users_2023-11-07,1d66b744-b969-4419-806e-bf7d88a40da2
Senckenberg Research Institute and Natural History Museum,1-marinespecies.org_users_2023-11-07,c809c421-73bb-4c25-92cf-e2281f2f151a
,1-marinespecies.org_users_2023-11-07,5315e21a-3e5a-4f8c-99c0-3d41b965755c
VIMAR - Vida Marina ,1-marinespecies.org_users_2023-11-07,59e5594b-96d4-486e-9fb1-1b0d36c0862c
,1-marinespecies.org_users_2023-11-07,b84595d6-180e-41bd-bd99-1ce4c5988f10
,1-marinespecies.org_users_2023-11-07,e045a1ea-35d5-40de-be55-7f22975b0bd1
,1-marinespecies.org_users_2023-11-07,b3ecd96e-5b0b-4361-a3cc-7f08a56d761b
,1-marinespecies.org_users_2023-11-07,14c4f98b-df9a-49d6-b796-5c0829b50cd8
Universidade Federal Fluminense,1-marinespecies.org_users_2023-11-07,5cafacad-d3a0-4082-be41-d3fb953a9867
,1-marinespecies.org_users_2023-11-07,aa376812-71cf-4847-b7b6-d544967b8575
BGI-Qingdao,1-marinespecies.org_users_2023-11-07,87d14d99-1e25-4da4-b5c9-194a5ad3855c
BGI-Qingdao,1-marinespecies.org_users_2023-11-07,b0a2fd39-197e-4baa-80dc-a32e9f5e6113
Smithsonian,1-marinespecies.org_users_2023-11-07,c4490c11-07f3-4409-9f44-48b84feefee4
"Ocean University of China, College of Marine Life",1-marinespecies.org_users_2023-11-07,f8c7ddac-b2b6-4f15-afac-ce9df8e58028
"Institute of Microbiology, Chinese Academy of Sciences (CAS)",1-marinespecies.org_users_2023-11-07,c414cc10-79e4-4de7-9407-fbc2a4674f19
"The Department of Agriculture, Environment and Rural Affairs ",1-marinespecies.org_users_2023-11-07,1ad93e48-3cb8-4664-bcd0-22f1a5aa0acc
,1-marinespecies.org_users_2023-11-07,acdf57c7-361f-4eea-9850-0967312badb5
University of Tartu,1-marinespecies.org_users_2023-11-07,7c69e970-aa5a-4a65-8575-58b372197a15
,1-marinespecies.org_users_2023-11-07,d939e5f3-44b0-4b5f-9ffb-5ba4fddc5cf9
College of Marine Life Science Ocean University of China,1-marinespecies.org_users_2023-11-07,fd8c0668-98b5-49f9-9a45-958536d58aa2
OBIS/Project office for IODE,1-marinespecies.org_users_2023-11-07,dff04aff-635f-4a77-acc1-9b1b19356102
,1-marinespecies.org_users_2023-11-07,966ac5f8-741e-4820-b8ef-9753e12e3ba0
,1-marinespecies.org_users_2023-11-07,dd84c92b-ed0e-4d67-a7b9-faa53980a4f2
,1-marinespecies.org_users_2023-11-07,6b6d48ad-4647-4cf7-8a99-45b61a2d7105
Galway Marine Institute - Foras na Mara,1-marinespecies.org_users_2023-11-07,ba07be02-f913-4312-907a-cdc7ebee313f
"Institute of Animals, Chinese Academy of Sciences",1-marinespecies.org_users_2023-11-07,f236f44b-f8ef-40a4-8634-166638e380a5
,1-marinespecies.org_users_2023-11-07,cb4820ae-96b5-4ac5-87d4-a93dd32a38e9
,1-marinespecies.org_users_2023-11-07,67258025-3aa6-4cfd-8e85-d096623ade1f
The University of Hong Kong,1-marinespecies.org_users_2023-11-07,66c396f4-0369-427a-8e1c-f1de30aba0cb
,1-marinespecies.org_users_2023-11-07,eb18b381-78b2-4170-907e-2ece4b7b863d
"Alfred Wegener Institute, Helmholtz Center for Polar and Marine Research, and Helmholtz Institute for Functional Marine Biodiversity at University Oldenburg",1-marinespecies.org_users_2023-11-07,b758b7bf-a30b-4959-94fd-5a72fd007aa4
,1-marinespecies.org_users_2023-11-07,6aeb5d14-cf62-487e-84e6-f9d957f468af
,1-marinespecies.org_users_2023-11-07,7f5e0b77-9eb4-4c61-8f6e-99593337a00c
National Research Council of Italy,1-marinespecies.org_users_2023-11-07,ce49c1e7-33c5-4ad8-86b2-b7e043a5eaae
,1-marinespecies.org_users_2023-11-07,a07c1f00-6bdd-442d-a191-064f1195fe55
,1-marinespecies.org_users_2023-11-07,b7fd64cb-7557-44d0-8e42-3e3cca405855
Yale University,1-marinespecies.org_users_2023-11-07,d50c1295-282e-433c-aed8-44bbd0281ab0
Ocean Ecology Limited,1-marinespecies.org_users_2023-11-07,34c1d9a5-af03-46e6-87d6-ccf088640e04
University of Guelph,1-marinespecies.org_users_2023-11-07,aaea4e49-c368-4007-b579-1995a04103fc
"University of California, Berkeley",1-marinespecies.org_users_2023-11-07,d03fc8c7-412c-4261-b130-ab0243b5626a
University of Bologna,1-marinespecies.org_users_2023-11-07,d3b7925c-453a-4023-87b2-aeaacc64344c
University of Tartu Natural History Museum,1-marinespecies.org_users_2023-11-07,59d1f986-db48-4e7b-a42f-25ffe4faf6c4
,1-marinespecies.org_users_2023-11-07,9c0f5788-22d3-4ce3-a3ef-fd10ddb15d05
Amelior,1-marinespecies.org_users_2023-11-07,cc9f55fc-04ea-482f-8834-cae92632a979
,1-marinespecies.org_users_2023-11-07,f4495bd2-ba81-4b6d-bbb3-fa98bde0b1fb
,1-marinespecies.org_users_2023-11-07,54147948-4057-4c8e-83c4-70c6412660db
Museum of Comparative Zoology,1-marinespecies.org_users_2023-11-07,f6364c9e-3c4e-47f1-9ffa-6e1f614abfe5
Cyprus University of Technology,1-marinespecies.org_users_2023-11-07,c73e924b-52ac-45db-a2d2-13c9b9cfb96b
National Marine Fisheries Research Institute,1-marinespecies.org_users_2023-11-07,92dedaa1-27a9-4a2d-9da3-c5836521ba2c
Aquazoo Löbbecke Museum Düsseldorf,1-marinespecies.org_users_2023-11-07,357a22ff-5c22-4f70-b85a-3a1fd6aff92d
,1-marinespecies.org_users_2023-11-07,374a8a1a-658c-41a8-ab3b-fa5214d3f762
Max Planck Institute for Mathematics in the Sciences,1-marinespecies.org_users_2023-11-07,df3366ef-7638-40d0-827e-e505646eeadb
"Centre of Excellence in Marine Biology   University of Karachi, Karachi",1-marinespecies.org_users_2023-11-07,ba660115-a39e-4f1e-8d6d-0b3256eeeed0
,1-marinespecies.org_users_2023-11-07,c7a6c29d-428a-416f-8f8c-192cdfda98bc
Personal application,1-marinespecies.org_users_2023-11-07,22123fd7-7452-4081-92bf-cb24dbc4e891
Vrije Universiteit Amsterdam,1-marinespecies.org_users_2023-11-07,31199c7b-2bfd-47b9-8a6c-dbb5670d9f91
Monterey Bay Aquarium Research Institute (MBARI),1-marinespecies.org_users_2023-11-07,48394cec-9ba8-46a2-8165-a5166bc442b2
Base de Données des Espèces Non Domestiques (BDEND),1-marinespecies.org_users_2023-11-07,b4408209-1ea9-40cf-a5e2-30c8098d05e4
Virginia Institute of Marine Science,1-marinespecies.org_users_2023-11-07,4bcecafc-53f2-4c2b-a7cd-1d111e40008d
"Muséum national d'Histoire naturelle (MNHN), Paris",1-marinespecies.org_users_2023-11-07,829aa773-f95d-4ebf-8d38-6227c19c69cc
MPEDA ,1-marinespecies.org_users_2023-11-07,946f1bcc-cd8d-46d2-ac64-eef8ae1f9edd
Eco Marine Consultants,1-marinespecies.org_users_2023-11-07,2f4d1cc7-0943-4146-ae06-db37840c2c7a
,1-marinespecies.org_users_2023-11-07,e9c87e9f-d024-408d-9891-27a381886212
Ocean Networks Canada,1-marinespecies.org_users_2023-11-07,8c230a4c-8092-4273-b31f-3cd6314ed091
university of haifa,1-marinespecies.org_users_2023-11-07,e2413c5f-80f6-441f-862f-aaf35bb1bf07
institute of zoology,1-marinespecies.org_users_2023-11-07,b2a35127-ce47-4aef-a243-c75ea6fedc91
University of Southern Denmark ,1-marinespecies.org_users_2023-11-07,c478f045-dfa5-4afc-af4c-d1ee38171fc2
Universidade de Vigo,1-marinespecies.org_users_2023-11-07,06c07327-7dea-4c27-b974-f21327b74401
Beijing Normal University,1-marinespecies.org_users_2023-11-07,af694255-3f8c-405f-8673-fd56e8fbc0f0
 Hellenic open University,1-marinespecies.org_users_2023-11-07,9346d333-f55d-4d89-b4d3-9e1507819568
Leipzig University,1-marinespecies.org_users_2023-11-07,d6cbd5ac-917a-47a7-b769-637349154976
Smithsonian National Museum of Natural History,1-marinespecies.org_users_2023-11-07,2b6bb8bd-6693-4c4f-ab74-c4e1203bb9bb
Leibniz Institute for the Analysis of Biodiversity Change,1-marinespecies.org_users_2023-11-07,a40a1569-2de8-4836-a93a-08f20876ed8f
Northeastern Asia Biodiversity Institute,1-marinespecies.org_users_2023-11-07,e2e5c8a3-bd4f-4663-abc1-baadfaf027a0
Informatiehuis Marien (IHM) - Dutch Marine Information and Data Centre),1-marinespecies.org_users_2023-11-07,53979cbb-7cf0-4369-9c21-3ab42a6336fd
"National Center for Biotechnology Information, NIH",1-marinespecies.org_users_2023-11-07,b8ad6091-4ab3-4375-bdf1-fd1d836ec021
University of Miami,1-marinespecies.org_users_2023-11-07,9ed0c2c0-d45b-4dcc-8121-caea02f1eb30
"University of Colorado, Boulder",1-marinespecies.org_users_2023-11-07,74948303-8f5f-45f0-9f49-b293184977a8
Hyperion Technology Group,1-marinespecies.org_users_2023-11-07,40fdb924-74bc-4825-a714-1c9401fa3bb6
University of Maryland,1-marinespecies.org_users_2023-11-07,72f873a4-5834-4a50-8c6d-fdb0682679f1
"Università Politecnica delle Marche, Department of Life and Environmental Sciences",1-marinespecies.org_users_2023-11-07,7e598b73-1570-4a7e-a571-33ba439af351
Biologica Environmental Services Ltd.,1-marinespecies.org_users_2023-11-07,33815aab-8cae-4e62-838a-37745c81eb82
VLIZ,1-marinespecies.org_users_2023-11-07,0b645d40-afe8-4102-a4b4-fc507332aa16
"Instituto de Ciencias del Mar y Limnología, Universidad Nacional Autónoma de México",1-marinespecies.org_users_2023-11-07,1c986d6d-7c44-4f38-ad15-3b9c18030998
Kiel University,1-marinespecies.org_users_2023-11-07,8a3840a7-ab94-4d66-a92a-57ae8148a9bb
"Pristine Seas, National Geographic",1-marinespecies.org_users_2023-11-07,a5c18d34-8936-4dd6-a77a-45af24baa372
Paleontological Research Institution,1-marinespecies.org_users_2023-11-07,2add3ec3-e4ff-40d3-8ed9-f7b2224c6518
National University of Singapore,1-marinespecies.org_users_2023-11-07,06967e96-3c17-4792-b338-627842e25482
University of Georgia,1-marinespecies.org_users_2023-11-07,212b7583-a80b-44d5-8fc6-9cd57c67c4ea
University of Hawaii at Hilo,1-marinespecies.org_users_2023-11-07,209c30b2-e6ce-467f-b4d0-9c14e08c1f43
University of Guelph,1-marinespecies.org_users_2023-11-07,3df5d727-9b21-46ef-9a6c-1ea3eaeb610c
Utwente,1-marinespecies.org_users_2023-11-07,84ad7a1b-c84c-4b0d-a559-b2056caa43ed
Durham University,1-marinespecies.org_users_2023-11-07,e204abf0-9cb3-458f-b799-9c1e9b822536
Mahidol University,1-marinespecies.org_users_2023-11-07,ad794efa-039e-4793-842e-e5ef0aef0530
"Stockholm Resilience Centre, Stockholm University",1-marinespecies.org_users_2023-11-07,19ce4d31-784a-4c59-aa65-ee5274148897
KU Leuven,1-marinespecies.org_users_2023-11-07,7129a1ce-6163-4d20-a781-0833d83a939f
XMU(Xiamen University),1-marinespecies.org_users_2023-11-07,b88a1b04-3485-4242-8bb7-fbd5c497862a
Institute of Biology,1-marinespecies.org_users_2023-11-07,4a17da3b-a8ee-4c10-bb0d-c6dc5274f8a8
"Mississippi State University, NOAA, and the Northern Gulf Institute",1-marinespecies.org_users_2023-11-07,2c8e2199-b124-416f-9408-1e0cfcdf4563
British Oceanographic Data Centre,1-marinespecies.org_users_2023-11-07,e991d9d4-e974-4610-9c96-ce3c6601e805
Aalborg University,1-marinespecies.org_users_2023-11-07,bb3e790a-b602-496e-aa2c-9435c5a3eafc
British Shell Collectors Club,1-marinespecies.org_users_2023-11-07,164e3c2b-76fa-4cd8-af54-571d0805cf26
Ocean Networks Canada,1-marinespecies.org_users_2023-11-07,6bb390e9-0065-46fd-bbd0-3929073bafdf
Poznan Supercomputing and Networking Center,1-marinespecies.org_users_2023-11-07,a66ead5c-3860-4ba4-b151-765764fef646
Denver Museum of Nature and Science,1-marinespecies.org_users_2023-11-07,502c4448-cb51-473c-b3a5-b59cacce4855
NTNU Vitenskapsmuseet,1-marinespecies.org_users_2023-11-07,2997f50a-713e-4fab-814f-90444436ef7d
Thünen Institute of Sea Fisheries,1-marinespecies.org_users_2023-11-07,232edaeb-7cdd-426d-8995-6f5a2910e1f6
